"File"	"Id"	"Bg"	"Loc"
"scenes"	"s_redqueen_quiz"	"img_redqueen.png"	"红后 · 逻辑验证终端"
"scenes"	"s_rq_pipe"	"img_redqueen.png"	"验证一 · 冷却管道配比"
"scenes"	"s_rq_pipe_ok"	"img_redqueen.png"	"验证一 · 通过"
"scenes"	"s_rq_pipe_no"	"img_redqueen.png"	"验证一 · 失败"
"scenes"	"s_rq_circuit"	"img_redqueen.png"	"验证二 · 主电路通电顺序"
"scenes"	"s_rq_circuit_ok"	"img_redqueen.png"	"验证二 · 通过"
"scenes"	"s_rq_circuit_no"	"img_redqueen.png"	"验证二 · 失败"
"scenes"	"s_rq_access"	"img_redqueen.png"	"验证三 · 员工权限验证"
"scenes"	"s_rq_access_ok"	"img_redqueen.png"	"验证三 · 通过"
"scenes"	"s_rq_access_no"	"img_redqueen.png"	"验证三 · 失败"
"scenes"	"s_rq_truth"	"img_redqueen.png"	"验证四 · 说谎者推理"
"scenes"	"s_rq_truth_ok"	"img_redqueen.png"	"验证四 · 通过"
"scenes"	"s_rq_truth_no"	"img_redqueen.png"	"验证四 · 失败"
"scenes"	"s_rq_ask"	"img_redqueen.png"	"红后 · 问答"
"scenes"	"s_rq_ask_tvirus"	"img_redqueen.png"	"红后 · T病毒"
"scenes"	"s_rq_ask_hive"	"img_redqueen.png"	"红后 · 蜂巢真相"
"scenes"	"s_rq_ask_laser"	"img_redqueen.png"	"红后 · 激光通道"
"scenes"	"s_laser_observed"	"img_redqueen.png"	"蜂巢 · 机房外 · 检修通道口"
"scenes"	"s_shutdown"	"img_redqueen.png"	"蜂巢 · 中央机房"
"scenes"	"s_laser_cine"	"img_laser.png"	"蜂巢 · 激光通道"
"scenes"	"s_laser"	"img_laser.png"	"蜂巢 · 激光通道"
"scenes"	"s_laser_q1"	"img_laser.png"	"蜂巢 · 激光通道 · 第一波"
"scenes"	"s_laser_q2"	"img_laser.png"	"蜂巢 · 激光通道 · 第二波"
"scenes"	"s_laser_q3"	"img_laser.png"	"蜂巢 · 激光通道 · 最终波"
"scenes"	"s_fail_q1"	"img_laser.png"	"蜂巢 · 激光通道 · 第一波"
"scenes"	"s_fail_q2"	"img_laser.png"	"蜂巢 · 激光通道 · 第二波"
"scenes"	"s_fail_q3"	"img_laser.png"	"蜂巢 · 激光通道 · 最终波"
"scenes"	"s_laser_end"	"img_laser.png"	"蜂巢 · 配电室"
"scenes"	"s_after_laser"	"img_redqueen.png"	"蜂巢 · 机房回廊"
"scenes"	"s_waterway"	"img_corridor.png"	"蜂巢 · 实验室水道"
"scenes"	"s_fight_horde"	"img_corridor.png"	"蜂巢 · 水道遭遇战"
"scenes"	"s_rain_bitten"	"img_train.png"	"蜂巢 · 站台"
"scenes"	"s_adrenaline_used"	"img_train.png"	"蜂巢 · 站台"
"scenes"	"s_final_station"	"img_train.png"	"蜂巢 · 站台"
"scenes"	"s_boss_intro"	"img_licker.png"	"站台 · 天花板上的东西"
"scenes"	"s_boss"	"img_licker.png"	"决战 · 舔食者"
"scenes"	"s_escape_train"	"img_train.png"	"逃离蜂巢"
"scenes"	"s_settle"	"img_settle.png"	"主神空间 · 结算"
"scenes"	"e_mediocre"	""	""
"scenes"	"e_laser"	""	""
"scenes"	"e_zombies"	""	""
"scenes"	"e_licker"	""	""
"scenes"	"e_sancollapse"	""	""
"scenes"	"e_generic"	""	""
"scenes"	"d_train_console"	"img_train.png"	"站台 · 列车控制台"
"scenes"	"d_luggage"	"img_train.png"	"车厢 · 行李架"
"scenes"	"d_platform_map"	"img_train.png"	"站台 · 导览图"
"scenes"	"d_decon"	"img_corridor.png"	"入口走廊 · 消毒终端"
"scenes"	"d_entrance_gate"	"img_corridor.png"	"入口 · 大门密码锁"
"scenes"	"d_adrenaline"	"img_b_kitchen.png"	"厨房 · 急救箱"
"scenes"	"d_redqueen"	"img_redqueen.png"	"机房 · 红后终端"
"scenes"	"d_schematic"	"img_laser.png"	"走廊 · 激光通道示意图"
"scenes"	"d_files"	"img_corridor.png"	"档案室 · 员工档案柜"
"scenes"	"d_meds"	"img_isolation.png"	"医务室 · 药品柜"
"scenes"	"d_server"	"img_redqueen.png"	"核心层 · 服务器阵列"
"scenes"	"d_main_console"	"img_redqueen.png"	"核心层 · 主控终端"
"scenes"	"s_decon_truth"	"img_redqueen.png"	"核心层 · 主控终端 · 消毒执行记录"
"scenes"	"d_manual"	"img_redqueen.png"	"核心层 · 安全手册"
"scenes"	"d_pipe_valve"	"img_corridor.png"	"底层 · 管道阀门"
"scenes"	"d_cooling_valve"	"img_redqueen.png"	"核心层 · 冷却回路阀组"
"scenes"	"d_cooling_valve_wrong"	"img_redqueen.png"	"核心层 · 冷却回路阀组"
"scenes"	"d_drain_gate"	"img_corridor.png"	"底层 · 排水总闸"
"scenes"	"d_firstaid"	"img_train.png"	"底层站台 · 急救点"
"scenes"	"d_train_door"	"img_train.png"	"底层 · 列车车门开关"
"scenes"	"d_backup_power"	"img_corridor.png"	"底层 · 备用电源箱"
"baisun"	"bs_00"	"img_corridor.png"	"医院停车场 ≪第二端 ≫"
"baisun"	"bs_l1_hub"	"img_zhuyuan_book.png"	"L1 · 医院停车场"
"baisun"	"bs_01_crane"	"img_zhuyuan_book.png"	"L1 · 吊机摇臂"
"baisun"	"bs_01_slip"	"img_zhuyuan_book.png"	"L1 · 湿滑警戒带"
"baisun"	"bs_01_car"	"img_zhuyuan_book.png"	"L1 · 焦黑轿车"
"baisun"	"bs_01_box"	"img_zhuyuan_book.png"	"L1 · 悬空铁箱"
"baisun"	"bs_02_guard"	"img_zhuyuan_book.png"	"L1 · 值班室"
"baisun"	"bs_10_drop"	"img_zhuyuan_book.png"	"L1 · 吊机坠物区"
"baisun"	"bs_l2_hub"	"img_corridor.png"	"L2 · 室内商场合订结构"
"baisun"	"bs_04_handrail"	"img_corridor.png"	"L2 · 扶梯扶手"
"baisun"	"bs_04_cabinet"	"img_corridor.png"	"L2 · 停用电梯轿厢"
"baisun"	"bs_04_sign"	"img_corridor.png"	"L2 · 超载报警灯"
"baisun"	"bs_04_duct"	"img_corridor.png"	"L2 · 商场风道"
"baisun"	"bs_05_clerk"	"img_corridor.png"	"L2 · 客服台"
"baisun"	"bs_06_gate2"	"img_corridor.png"	"L2 · 货运电梯轿厢门"
"baisun"	"bs_11_elev"	"img_corridor.png"	"L2 · 电梯轿厢夹缝"
"baisun"	"bs_l3_hub"	"img_laser.png"	"L3 · 电影院逃生梯"
"baisun"	"bs_07_projector"	"img_laser.png"	"L3 · 放映室"
"baisun"	"bs_07_extinguisher"	"img_laser.png"	"L3 · 灭火器柜"
"baisun"	"bs_07_sprinkler"	"img_laser.png"	"L3 · 洒水喷头"
"baisun"	"bs_07_sign"	"img_laser.png"	"L3 · 逃生指示牌"
"baisun"	"bs_08_janitor"	"img_laser.png"	"L3 · 走廊拐角"
"baisun"	"bs_12_fire"	"img_laser.png"	"L3 · 逃生梯失火段"
"baisun"	"bs_garage"	"img_laser.png"	"L3 · 逃生梯楼梯间"
"baisun"	"bs_boss_round"	"img_laser.png"	"L3 · 逃生梯楼梯间 · 决战"
"baisun"	"bs_boss_win"	"img_laser.png"	"L3 · 逃生梯楼梯间"
"baisun"	"bs_09_gate3"	"img_laser.png"	"L3 · 逃生梯防火门"
"baisun"	"bs_settle"	"img_laser.png"	"命运清单 · 第二端 · 结算"
"baisun"	"bs_42_card"	""	""
"baisun"	"bs_50_death"	""	""
"bihai"	"bh_00"	"bihai_bg.png"	"深海舱 · ≪阴影从海底亮起≫"
"bihai"	"bh_l1_hub"	"img_zhuyuan_book.png"	"L1 · 深海潜水器舱"
"bihai"	"bh_01_sonar"	"img_zhuyuan_book.png"	"L1 · 声呐室"
"bihai"	"bh_01_view"	"img_zhuyuan_book.png"	"L1 · 观察舷窗"
"bihai"	"bh_01_hull"	"img_zhuyuan_book.png"	"L1 · 舱壁裂缝"
"bihai"	"bh_01_air"	"img_zhuyuan_book.png"	"L1 · 氧气管路"
"bihai"	"bh_01_store"	"img_zhuyuan_book.png"	"L1 · 储物舱"
"bihai"	"bh_n1_diver"	"img_zhuyuan_book.png"	"L1 · 潜水员舱"
"bihai"	"bh_01_gate"	"img_zhuyuan_book.png"	"L1 · 中央水密舱门"
"bihai"	"bh_l2_hub"	"img_corridor.png"	"L2 · 沉船残骸"
"bihai"	"bh_02_captain"	"img_corridor.png"	"L2 · 船长室"
"bihai"	"bh_02_cargo"	"img_corridor.png"	"L2 · 货舱"
"bihai"	"bh_02_machine"	"img_corridor.png"	"L2 · 底舱机房"
"bihai"	"bh_02_artifact"	"img_corridor.png"	"L2 · 邪神石碑残片"
"bihai"	"bh_n2_survivor"	"img_corridor.png"	"L2 · 底舱角落"
"bihai"	"bh_l3_hub"	"img_corridor.png"	"L3 · 海沟深渊"
"bihai"	"bh_03_altar"	"img_laser.png"	"L3 · 中央祭坛"
"bihai"	"bh_03_eye"	"img_laser.png"	"L3 · 深渊巨眼"
"bihai"	"bh_03_whisper"	"img_laser.png"	"L3 · 低语裂隙"
"bihai"	"bh_n3_cult"	"img_laser.png"	"L3 · 渊边巨石"
"bihai"	"bh_06_e1"	"img_laser.png"	"L1 · 潜水器舱 · 遭遇战"
"bihai"	"bh_06_e2"	"img_laser.png"	"L2 · 货舱 · 遭遇战"
"bihai"	"bh_06_e3"	"img_laser.png"	"L3 · 祭坛影 · 遭遇战"
"bihai"	"bh_boss"	"img_laser.png"	"L3 · 深渊祭坛 · BOSS"
"bihai"	"bh_boss_round"	"img_laser.png"	"L3 · 深渊祭坛 · 决战"
"bihai"	"bh_end_choice"	"img_laser.png"	"L3 · 深渊 · 开放结局"
"bihai"	"bh_win_escape"	"img_corridor.png"	"结局 · 逃离海沟"
"bihai"	"bh_win_sacrifice"	"img_laser.png"	"结局 · 献祭"
"bihai"	"bh_win_assimilate"	"img_laser.png"	"结局 · 同化"
"bihai"	"bh_20_pressure"	"img_laser.png"	"L3 · 深水压区"
"bihai"	"bh_21_anoxia"	"img_laser.png"	"L3 · 缺氧区"
"bihai"	"bh_42_card"	""	""
"bihai"	"bh_50_death"	""	""
"cangjingge"	"cj_00"	"cangjingge_bg.png"	"藏经阁 · 山门"
"cangjingge"	"cj_01"	"img_zhuyuan_book.png"	"L0 · 山门与经堂"
"cangjingge"	"cj_05_stele"	"img_zhuyuan_book.png"	"L0 · 山门石经幢"
"cangjingge"	"cj_03_laoseng"	"img_zhuyuan_book.png"	"L0 · 檐下 · 旁侍老僧"
"cangjingge"	"cj_04_sign"	"img_zhuyuan_book.png"	"L0 · 解签炉"
"cangjingge"	"cj_06_bell"	"img_zhuyuan_book.png"	"L0 · 铜铃法台"
"cangjingge"	"cj_05_plaque"	"img_zhuyuan_book.png"	"L0 · 藏经阁匾额"
"cangjingge"	"cj_10_arrive_floor1"	"img_laser.png"	"L1 · 藏经阁一楼"
"cangjingge"	"cj_11_scroll_a"	"img_laser.png"	"L1 · 书架 · 武学残卷·甲"
"cangjingge"	"cj_11_scroll_b"	"img_laser.png"	"L1 · 书架 · 武学残卷·乙"
"cangjingge"	"cj_11_scroll_c"	"img_laser.png"	"L1 · 书架 · 武学残卷·丙"
"cangjingge"	"cj_13_keeper_note"	"img_laser.png"	"L1 · 守经人手札"
"cangjingge"	"cj_20_shuling"	"img_laser.png"	"L1 · 经阁书灵封印台"
"cangjingge"	"cj_20_shuling_fight"	"img_laser.png"	"L1 · 经阁书灵封印台"
"cangjingge"	"cj_20_shuling_win"	"img_laser.png"	"L1 · 经阁书灵封印台"
"cangjingge"	"cj_10_guard2_win"	"img_laser.png"	"L1 · 书梯口"
"cangjingge"	"cj_10_slip"	"img_laser.png"	"L1 · 屋脊滑道"
"cangjingge"	"cj_14_lift"	"img_laser.png"	"L1 · 中央书梯（G2 已开）"
"cangjingge"	"cj_14_arrive_floor2"	"img_corridor.png"	"L2 · 禁书库"
"cangjingge"	"cj_15_forbidden"	"img_corridor.png"	"L2 · 禁书卷题"
"cangjingge"	"cj_16_chanfang"	"img_corridor.png"	"L2 · 守阁僧禅房 · 闭户"
"cangjingge"	"cj_17_tan_key"	"img_corridor.png"	"L2 · 锁钥架 · 檀木匣"
"cangjingge"	"cj_19_arrive_tower"	"img_zhuyuan_book.png"	"L3 · 秘籍塔顶"
"cangjingge"	"cj_18_juexue"	"img_zhuyuan_book.png"	"L3 · 绝学密室 · 心法刻壁"
"cangjingge"	"cj_22_shouge"	"img_zhuyuan_book.png"	"L3 · 秘籍塔 · 决战"
"cangjingge"	"cj_shouge_round"	"img_zhuyuan_book.png"	"L3 · 秘籍塔 · 激战"
"cangjingge"	"cj_23_shouge_down"	"img_zhuyuan_book.png"	"L3 · 秘籍塔"
"cangjingge"	"cj_24_shouge_freed"	"img_zhuyuan_book.png"	"L3 · 秘籍塔 · 解脱"
"cangjingge"	"cj_26_xinmo_door"	"img_laser.png"	"L3 · 心魔洞口"
"cangjingge"	"cj_xinmo_round"	"img_laser.png"	"L3 · 心魔洞 · 激战"
"cangjingge"	"cj_27_xinmo_win"	"img_laser.png"	"L3 · 心魔洞"
"cangjingge"	"cj_30_box"	"img_zhuyuan_book.png"	"L3 · 经匣石台"
"cangjingge"	"cj_31_exit"	"img_zhuyuan_book.png"	"L3 · 撤离阵"
"cangjingge"	"cj_32_card"	""	""
"cangjingge"	"cj_40_death"	""	""
"cangjingge"	"cj_40_death_shouge"	""	""
"cangjingge"	"cj_40_death_xinmo"	""	""
"daliexi"	"dl_00"	"daliexi_bg.png"	"大裂隙 · 裂口边缘"
"daliexi"	"dl_hub"	"daliexi_bg.png"	"大裂隙 · 边缘营地"
"daliexi"	"dl_edge"	"daliexi_bg.png"	"大裂隙 · 断层岩台"
"daliexi"	"dl_bridge"	"daliexi_bg.png"	"大裂隙 · 跨裂旧桥"
"daliexi"	"dl_subsidence"	"daliexi_bg.png"	"大裂隙 · 塌陷的屋"
"daliexi"	"dl_ascent"	"daliexi_bg.png"	"大裂隙 · 灰雾柱"
"daliexi"	"dl_prospector"	"daliexi_bg.png"	"大裂隙 · 边缘营地"
"daliexi"	"dl_watcher"	"daliexi_bg.png"	"大裂隙 · 守夜人棚"
"daliexi"	"dl_gather"	"daliexi_bg.png"	"大裂隙 · 雾浓处"
"daliexi"	"dl_prelude"	"img_laser.png"	"大裂隙 · 裂口最先醒的地方"
"daliexi"	"dl_01"	"img_zhuyuan_book.png"	"裂口崖岸"
"daliexi"	"dl_round"	"img_laser.png"	"决战 · 裂口崖岸"
"daliexi"	"dl_end_look"	""	""
"daliexi"	"dl_end_souvenir"	""	""
"daliexi"	"dl_end_stay"	""	""
"daliexi"	"dl_card"	""	""
"daliexi"	"dl_death"	""	""
"dashengtang"	"ds_00"	"dashengtang_bg.png"	"大圣所 · 正门"
"dashengtang"	"ds_hub"	"dashengtang_bg.png"	"大圣所 · 中殿"
"dashengtang"	"ds_reliquary"	"dashengtang_bg.png"	"圣物陈列室"
"dashengtang"	"ds_chandelier"	"dashengtang_bg.png"	"中殿 · 大吊灯下"
"dashengtang"	"ds_tanhai"	"dashengtang_bg.png"	"圣坛前"
"dashengtang"	"ds_crypt"	"dashengtang_bg.png"	"大圣所 · 地下墓穴"
"dashengtang"	"ds_acolyte"	"dashengtang_bg.png"	"中殿 · 执灯人"
"dashengtang"	"ds_verger"	"dashengtang_bg.png"	"圣所侧门 · 司事"
"dashengtang"	"ds_gather"	"dashengtang_bg.png"	"大圣所 · 圣光渐热"
"dashengtang"	"ds_prelude"	"img_laser.png"	"圣坛后 · 圣光之核"
"dashengtang"	"ds_01"	"img_zhuyuan_book.png"	"圣坛后的甬道"
"dashengtang"	"ds_round"	"img_laser.png"	"决战 · 圣光之核"
"dashengtang"	"ds_end_look"	""	""
"dashengtang"	"ds_end_souvenir"	""	""
"dashengtang"	"ds_end_stay"	""	""
"dashengtang"	"ds_card"	""	""
"dashengtang"	"ds_death"	""	""
"diweidu"	"dw_00"	"diweidu_bg.png"	"低维边陲 · 入口"
"diweidu"	"dw_hub"	"diweidu_bg.png"	"低维领地 · 裂隙市"
"diweidu"	"dw_pt_mirror"	"diweidu_bg.png"	"裂隙市 · 倒影旧屋"
"diweidu"	"dw_pt_tower"	"diweidu_bg.png"	"裂隙市 · 中央高塔"
"diweidu"	"dw_pt_shadow"	"diweidu_bg.png"	"裂隙市 · 空旷广场"
"diweidu"	"dw_pt_fountain"	"diweidu_bg.png"	"裂隙市 · 破碎喷泉"
"diweidu"	"dw_pt_market"	"diweidu_bg.png"	"裂隙市 · 倒影集市"
"diweidu"	"dw_np_hoarder"	"diweidu_bg.png"	"裂隙市 · 拾荒者窝棚"
"diweidu"	"dw_np_painter"	"diweidu_bg.png"	"裂隙市 · 画师铺"
"diweidu"	"dw_01b_prep"	"diweidu_bg.png"	"大领主宫邸 · 镜厅门前"
"diweidu"	"dw_01"	"img_zhuyuan_book.png"	"大领主宫邸"
"diweidu"	"dw_round"	"img_laser.png"	"大领主宫邸 · 决战处"
"diweidu"	"dw_end_choice"	"diweidu_bg.png"	"决战之后 · 裂隙尽头"
"diweidu"	"dw_card"	""	""
"diweidu"	"dw_death"	""	""
"hangu"	"hg_00"	"hangu_bg.png"	"函谷关口 · 城墙下"
"hangu"	"hg_hub"	"hangu_bg.png"	"函谷关 · 主街"
"hangu"	"hg_pt_wall"	"hangu_bg.png"	"北城墙 · 女墙"
"hangu"	"hg_pt_forge"	"hangu_bg.png"	"关内 · 铁匠铺"
"hangu"	"hg_pt_altar"	"hangu_bg.png"	"关内 · 旧祭坛"
"hangu"	"hg_pt_well"	"hangu_bg.png"	"关内 · 枯井"
"hangu"	"hg_pt_arsenal"	"hangu_bg.png"	"关内 · 箭楼"
"hangu"	"hg_np_people"	"hangu_bg.png"	"关内 · 民夫营"
"hangu"	"hg_np_chaobo"	"hangu_bg.png"	"主墙楼 · 晁伯"
"hangu"	"hg_01b_prep"	"hangu_bg.png"	"决战关隘 · 城门口"
"hangu"	"hg_01"	"img_zhuyuan_book.png"	"决战关隘"
"hangu"	"hg_round"	"img_laser.png"	"决战关隘"
"hangu"	"hg_end_choice"	"hangu_bg.png"	"决战之后 · 城墙之上"
"hangu"	"hg_card"	""	""
"hangu"	"hg_death"	""	""
"hezi"	"hz_00"	"hezi_bg.png"	"倒影界 · 入境口"
"hezi"	"hz_01"	"img_laser.png"	"F1 · 倒映平原 · 逆流之河"
"hezi"	"hz_01_river"	"img_laser.png"	"F1 · 逆流之河"
"hezi"	"hz_02_grass"	"img_laser.png"	"F1 · 倒悬草地"
"hezi"	"hz_03_rain"	"img_laser.png"	"F1 · 静止的雨"
"hezi"	"hz_04_pebble"	"img_laser.png"	"F1 · 棱光石滩"
"hezi"	"hz_01_fight"	"img_laser.png"	"F1 · 平原 · 擦肩"
"hezi"	"hz_04_gate"	"img_laser.png"	"F1 · 微光幕（G1 已开）"
"hezi"	"hz_10_arrive"	"img_redqueen.png"	"F2 · 荧光石林 · 水晶回廊"
"hezi"	"hz_11_forest"	"img_redqueen.png"	"F2 · 荧光石林"
"hezi"	"hz_12_echo"	"img_redqueen.png"	"F2 · 回音谷"
"hezi"	"hz_13_flowers"	"img_redqueen.png"	"F2 · 结晶花丛"
"hezi"	"hz_14_lake"	"img_redqueen.png"	"F2 · 会说话的湖"
"hezi"	"hz_10_fight"	"img_redqueen.png"	"F2 · 石林 · 共鸣"
"hezi"	"hz_20_arrive"	"img_zhuyuan_book.png"	"F3 · 倒悬星海 · 界域阙"
"hezi"	"hz_21_stars"	"img_zhuyuan_book.png"	"F3 · 倒悬星海"
"hezi"	"hz_22_gate"	"img_zhuyuan_book.png"	"F3 · 界域阙"
"hezi"	"hz_23_giant"	"img_zhuyuan_book.png"	"F3 · 沉睡的巨人"
"hezi"	"hz_npc_whale"	"img_zhuyuan_book.png"	"F3 · 巨鲸低鸣"
"hezi"	"hz_20_fight"	"img_zhuyuan_book.png"	"F3 · 星海 · 伴游"
"hezi"	"hz_30_guardian"	"img_laser.png"	"F3 · 界域守护兽 · 镜潮兽"
"hezi"	"hz_31_friendly"	"img_laser.png"	"F3 · 镜潮兽 · 握手"
"hezi"	"hz_31_battle"	"img_laser.png"	"F3 · 直面镜潮兽"
"hezi"	"hz_31_round"	"img_laser.png"	"F3 · 镜潮兽 · 切磋"
"hezi"	"hz_32_guardian_peace"	"img_zhuyuan_book.png"	"F3 · 与镜潮兽和解"
"hezi"	"hz_33_guardian_down"	"img_zhuyuan_book.png"	"F3 · 切磋毕"
"hezi"	"hz_40_ending"	"img_zhuyuan_book.png"	"F3 · 倒悬星海 · 抉择"
"hezi"	"hz_41_exit"	"img_zhuyuan_book.png"	"F3 · 星海 · 尾声"
"hezi"	"hz_42_card"	""	""
"hezi"	"hz_50_death"	""	""
"huanxiongshi"	"hx_00"	"huanxiongshi_bg.png"	"F1 RPD 警局 · 主厅"
"huanxiongshi"	"hx_f1_hub"	"img_corridor.png"	"F1 RPD 警局 · 主厅"
"huanxiongshi"	"hx_f1_lockup"	"img_corridor.png"	"F1 枪械保险柜"
"huanxiongshi"	"hx_f1_med"	"img_corridor.png"	"F1 医务室"
"huanxiongshi"	"hx_f1_radio"	"img_corridor.png"	"F1 对讲电台"
"huanxiongshi"	"hx_f1_log"	"img_corridor.png"	"F1 警长日志"
